#=============================================================================#
# Testing: org.jenetics.util.XORShiftRandom                                   #
#=============================================================================#
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  8.14e+06  |2197791513|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
          sts_serial|  13|    100000|     100|0.38564301|  PASSED  
          sts_serial|  14|    100000|     100|0.70650119|  PASSED  
          sts_serial|  14|    100000|     100|0.73151066|  PASSED  
          sts_serial|  15|    100000|     100|0.64533962|  PASSED  
          sts_serial|  15|    100000|     100|0.77233256|  PASSED  
          sts_serial|  16|    100000|     100|0.89478418|  PASSED  
          sts_serial|  16|    100000|     100|0.69289150|  PASSED  
         rgb_bitdist|   1|    100000|     100|0.96517503|  PASSED  
         rgb_bitdist|   2|    100000|     100|0.01907024|  PASSED  
         rgb_bitdist|   3|    100000|     100|0.10471306|  PASSED  
         rgb_bitdist|   4|    100000|     100|0.84789106|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.85781060|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.65464158|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.58608947|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.76753227|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.31960836|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.96838442|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.84294628|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.22891339|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.66706285|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.00000000|  FAILED  
rgb_minimum_distance|   4|     10000|    1000|0.00000000|  FAILED  
rgb_minimum_distance|   5|     10000|    1000|0.00000000|  FAILED  
    rgb_permutations|   2|    100000|     100|0.72324277|  PASSED  
    rgb_permutations|   3|    100000|     100|0.43608121|  PASSED  
    rgb_permutations|   4|    100000|     100|0.16449201|  PASSED  
    rgb_permutations|   5|    100000|     100|0.55633530|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.08454268|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.11303764|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.88100057|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.73041310|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.83858819|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.18370217|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.16634637|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.00157660|   WEAK   
      rgb_lagged_sum|   8|   1000000|     100|0.75999304|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.47456035|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.93489004|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.00003974|   WEAK   
      rgb_lagged_sum|  12|   1000000|     100|0.37275887|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.88716301|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.94728869|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.00000027|  FAILED  
      rgb_lagged_sum|  16|   1000000|     100|0.86069380|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.99454991|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.95202282|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.00012829|   WEAK   
      rgb_lagged_sum|  20|   1000000|     100|0.43514479|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.48470682|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.30204702|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  24|   1000000|     100|0.50889254|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.98528447|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.27395744|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.29786378|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.10604990|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.74820056|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.93423548|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.00003229|   WEAK   
      rgb_lagged_sum|  32|   1000000|     100|0.84894582|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.39372135|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|1.00000000|  FAILED  
             dab_dct| 256|     50000|       1|0.53043415|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.00000167|   WEAK   
        dab_filltree|  32|  15000000|       1|0.01429356|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.67307647|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.67376428|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.97854310|  PASSED  
#=============================================================================#
# Runtime: 2:09:39                                                            #
#=============================================================================#
